LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.416, Time: 3.268713 s
         1497901 function calls (1481118 primitive calls) in 5.006 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 inset.py:1(<module>)
     6690    0.002    0.000    0.002    0.000 _parser.py:240(__next)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
       34    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1460(_path_hooks)
   274/19    0.000    0.000    0.002    0.000 ast.py:403(visit)
       24    0.000    0.000    0.002    0.000 typing.py:1288(__or__)
     1917    0.001    0.000    0.002    0.000 typing.py:1161(_is_dunder)
       50    0.001    0.000    0.002    0.000 core.py:944(__init__)
      161    0.000    0.000    0.002    0.000 inspect.py:3097(replace)
       30    0.000    0.000    0.002    0.000 typing.py:1589(copy_with)
       51    0.000    0.000    0.002    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 overrides.py:1(<module>)
   274/19    0.000    0.000    0.002    0.000 ast.py:409(generic_visit)
       66    0.000    0.000    0.002    0.000 typing.py:892(__init__)
        1    0.000    0.000    0.002    0.002 heapq.py:1(<module>)
       13    0.001    0.000    0.002    0.000 typing.py:1999(__init_subclass__)
        1    0.000    0.000    0.002    0.002 ElementTree.py:36(_get_py3_cls)
      435    0.000    0.000    0.002    0.000 {built-in method builtins.next}
1426/1246    0.001    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      356    0.001    0.000    0.002    0.000 inspect.py:791(_findclass)
       34    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1648(_fill_cache)
        1    0.002    0.002    0.002    0.002 {method 'close' of '_io.TextIOWrapper' objects}
       19    0.000    0.000    0.002    0.000 arrayprint.py:1704(_array_str_implementation)
     2804    0.001    0.000    0.002    0.000 _parser.py:176(append)
  278/178    0.000    0.000    0.002    0.000 core.py:2138(name)
      627    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.002    0.002 __init__.py:469(StrFormatStyle)
     22/3    0.000    0.000    0.002    0.001 core.py:4440(streamline)
       44    0.000    0.000    0.002    0.000 getlimits.py:93(_float_to_float)
        2    0.000    0.000    0.002    0.001 core.py:6563(srange)
        1    0.000    0.000    0.002    0.002 unicode.py:80(alphanums)
        1    0.000    0.000    0.002    0.002 array_utils.py:1(<module>)
     7298    0.002    0.000    0.002    0.000 {method 'isidentifier' of 'str' objects}
       28    0.000    0.000    0.002    0.000 _docstring.py:79(<genexpr>)
       24    0.000    0.000    0.002    0.000 deprecation.py:126(deprecate)
       19    0.000    0.000    0.002    0.000 arrayprint.py:564(wrapper)
       51    0.000    0.000    0.002    0.000 _methods.py:66(_all)
     6229    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
  208/115    0.000    0.000    0.002    0.000 core.py:2091(default_name)
       12    0.000    0.000    0.002    0.000 dataclasses.py:449(_create_fn)
        1    0.000    0.000    0.002    0.002 helpers.py:686(make_html_tags)
       14    0.000    0.000    0.002    0.000 core.py:121(doc_note)
        1    0.000    0.000    0.002    0.002 helpers.py:627(_makeTags)
       44    0.000    0.000    0.002    0.000 _base.py:67(__set_name__)
     3277    0.001    0.000    0.002    0.000 inspect.py:3076(<genexpr>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        2    0.000    0.000    0.001    0.001 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
      296    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
     30/4    0.000    0.000    0.001    0.000 core.py:4279(streamline)
     78/4    0.000    0.000    0.001    0.000 core.py:1060(_parseCache)
      443    0.001    0.000    0.001    0.000 copy.py:247(_reconstruct)
       62    0.000    0.000    0.001    0.000 __init__.py:869(_open_file_or_url)
     3403    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
       51    0.001    0.000    0.001    0.000 shape_base.py:220(vstack)
     1338    0.001    0.000    0.001    0.000 enum.py:1543(_get_value)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1697(_guarded_repr_or_str)
      195    0.001    0.000    0.001    0.000 _shape_base_impl.py:628(column_stack)
     7080    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:812(_sanity_check)
      356    0.001    0.000    0.001    0.000 __init__.py:101(find_spec)
      109    0.000    0.000    0.001    0.000 <frozen codecs>:319(decode)
      203    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
      618    0.001    0.000    0.001    0.000 {built-in method numpy.array}
      319    0.000    0.000    0.001    0.000 typing.py:730(<genexpr>)
      668    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       34    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       44    0.000    0.000    0.001    0.000 getlimits.py:26(_fr1)
       33    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
       20    0.000    0.000    0.001    0.000 core.py:5593(parseImpl)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:299(loads)
     5540    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:333(decode)
 4310/959    0.001    0.000    0.001    0.000 __init__.py:354(recursive_subclasses)
      809    0.001    0.000    0.001    0.000 enum.py:849(__setattr__)
      392    0.000    0.000    0.001    0.000 inspect.py:2812(replace)
     5701    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 decoder.py:344(raw_decode)
       84    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:972(__init__)
      490    0.001    0.000    0.001    0.000 _inspect.py:66(getargs)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
    38/18    0.000    0.000    0.001    0.000 core.py:5031(parseImpl)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
     2639    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
     23/6    0.000    0.000    0.001    0.000 core.py:5074(streamline)
        1    0.001    0.001    0.001    0.001 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 plistlib.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:224(define_aliases)
     2664    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
      599    0.000    0.000    0.001    0.000 _compiler.py:403(_simple)
     2333    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      109    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      110    0.001    0.000    0.001    0.000 {built-in method _imp.source_hash}
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
       33    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
      125    0.000    0.000    0.001    0.000 core.py:3405(copy)
        1    0.000    0.000    0.001    0.001 _cm_bivar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
      239    0.001    0.000    0.001    0.000 core.py:484(__init__)
       83    0.000    0.000    0.001    0.000 core.py:4203(__init__)
     3019    0.001    0.000    0.001    0.000 _parser.py:256(match)
       31    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
      105    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
      356    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
       51    0.001    0.000    0.001    0.000 numeric.py:98(zeros_like)
    26/14    0.000    0.000    0.001    0.000 core.py:4749(parseImpl)
      627    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
       55    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
     1603    0.001    0.000    0.001    0.000 _parser.py:293(tell)
      137    0.000    0.000    0.001    0.000 font_manager.py:989(_json_decode)
     1421    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        3    0.000    0.000    0.001    0.000 warnings.py:133(filterwarnings)
      354    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
     2686    0.001    0.000    0.001    0.000 util.py:214(__call__)
       22    0.000    0.000    0.001    0.000 core.py:5741(parseImpl)
        8    0.000    0.000    0.001    0.000 colors.py:2563(make_norm_from_scale)
      795    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.001    0.001 _base.py:549(_AxesBase)
      632    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       49    0.000    0.000    0.001    0.000 core.py:137(get_object_signature)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
       64    0.000    0.000    0.001    0.000 core.py:5005(__init__)
       26    0.000    0.000    0.001    0.000 core.py:7065(__init__)
        1    0.000    0.000    0.001    0.001 relativedelta.py:1(<module>)
       18    0.001    0.000    0.001    0.000 core.py:1048(__init__)
       63    0.000    0.000    0.001    0.000 inspect.py:3300(__str__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2382(_IPv6Constants)
       29    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
       52    0.001    0.000    0.001    0.000 _twodim_base_impl.py:176(eye)
     1184    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       10    0.000    0.000    0.001    0.000 _docstring.py:66(__call__)
     4973    0.001    0.000    0.001    0.000 artist.py:1557(<genexpr>)
       26    0.000    0.000    0.001    0.000 core.py:7071(getdoc)
       37    0.001    0.000    0.001    0.000 function_base.py:26(linspace)
       51    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.001    0.000 core.py:3234(_generateDefaultName)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2306(__init__)
     8968    0.001    0.000    0.001    0.000 inspect.py:2796(name)
        1    0.000    0.000    0.001    0.001 _nanfunctions_impl.py:1(<module>)
       76    0.000    0.000    0.001    0.000 typing.py:1640(__hash__)
      186    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:703(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       11    0.000    0.000    0.001    0.000 core.py:3235(charsAsStr)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1689(path_hook_for_FileFinder)
      296    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
       90    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
      686    0.001    0.000    0.001    0.000 enum.py:79(_is_private)
      627    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
     1421    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      143    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
        1    0.001    0.001    0.001    0.001 _color_data.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:268(__init__)
       51    0.000    0.000    0.001    0.000 fromnumeric.py:2589(all)
        5    0.000    0.000    0.001    0.000 textwrap.py:419(dedent)
     1805    0.001    0.000    0.001    0.000 inspect.py:378(isfunction)
       10    0.000    0.000    0.001    0.000 extras.py:273(getdoc)
      356    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
       86    0.000    0.000    0.001    0.000 __init__.py:245(make_alias)
        2    0.000    0.000    0.001    0.000 __init__.py:522(_get_config_or_cache_dir)
       29    0.000    0.000    0.001    0.000 __init__.py:1377(getLogger)
      891    0.000    0.000    0.001    0.000 colors.py:219(_is_nth_color)
       51    0.000    0.000    0.001    0.000 _methods.py:41(_amax)
     1986    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     2895    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     1694    0.000    0.000    0.001    0.000 unicode.py:63(<genexpr>)
     5683    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
     3059    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
      263    0.000    0.000    0.001    0.000 _parser.py:372(_escape)
        1    0.000    0.000    0.001    0.001 markers.py:150(MarkerStyle)
        1    0.000    0.000    0.001    0.001 _shape_base_impl.py:1(<module>)
      374    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      195    0.000    0.000    0.001    0.000 inspect.py:2030(_signature_get_user_defined_method)
        1    0.000    0.000    0.001    0.001 tokenize.py:453(open)
       34    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      627    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
     2404    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      117    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      459    0.000    0.000    0.001    0.000 _function_base_impl.py:358(iterable)
      356    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      267    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.001    0.001 figure.py:118(FigureBase)
    154/1    0.000    0.000    0.001    0.001 _mathtext_data.py:1722(_normalize_stix_fontcodes)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
      261    0.000    0.000    0.001    0.000 {built-in method fromkeys}
       13    0.000    0.000    0.001    0.000 typing.py:1546(__getitem__)
       30    0.000    0.000    0.001    0.000 pathlib.py:200(_select_from)
      484    0.000    0.000    0.001    0.000 __init__.py:781(__getitem__)
        1    0.000    0.000    0.001    0.001 tokenize.py:360(detect_encoding)
     4462    0.001    0.000    0.001    0.000 typing.py:1630(<genexpr>)
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
     1536    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        1    0.001    0.001    0.001    0.001 {built-in method _hashlib.openssl_sha1}
       21    0.000    0.000    0.001    0.000 ipaddress.py:1502(__init__)
     7467    0.001    0.000    0.001    0.000 inspect.py:2808(kind)
